ID,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
3584,8/20/12,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,1,0,CA
7718,4/20/14,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,SP
8605,3/23/14,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,SP
1646,3/16/14,36,4,9,12,11,2,8,2,1,1,3,3,0,0,0,0,0,0,0,CA
9206,01-07-2014,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,SP
10757,12/24/13,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,SP
6885,12-01-2013,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,CA
907,11/29/13,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,SP
1150,9/26/13,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,SP
3867,8/31/13,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SP
3859,8/31/13,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SA
3265,3/19/13,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,SP
4418,2/25/13,36,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,1,0,CA
4611,1/21/13,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,1,0,SP
4530,10/24/12,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,1,0,GER
7736,10/22/12,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,1,0,SP
9949,10/18/12,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,CA
942,08-08-2012,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,1,0,SP
6181,7/31/12,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,US
7660,5/19/14,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,CA
2055,5/19/14,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,SP
5107,5/19/14,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,SP
1626,5/19/14,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,SA
6428,05-03-2014,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,SP
9617,4/16/14,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,SA
4339,12/31/13,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,AUS
7235,12-09-2013,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,GER
8527,12-07-2013,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,SP
1968,12-02-2013,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,SA
9862,11/14/13,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,CA
11075,10/29/13,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,CA
6658,7/22/13,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,SP
4552,6/22/13,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,SP
10377,06-06-2013,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,SP
5336,06-04-2013,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,SP
10350,05-09-2013,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,SP
11071,4/21/13,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,1,0,CA
11100,04-11-2013,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,CA
6516,3/18/13,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,AUS
1734,1/17/13,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,SA
2131,12/30/12,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,SP
6439,8/17/12,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,SA
10591,08-06-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,SP
9797,4/13/14,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,SP
9336,3/22/14,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,SP
2174,03-08-2014,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,0,US
3197,12/16/13,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,SP
9185,10/28/13,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,1,0,SP
905,10/22/13,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,SA
10858,09-09-2013,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,SP
8925,07-03-2013,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,SP
2499,05-06-2013,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,SP
1109,4/23/13,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
326,2/18/13,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,IND
10967,02-06-2013,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,SA
5370,1/16/13,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,SP
2098,01-08-2013,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
1773,12-04-2012,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,0,SA
5036,11/28/12,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,SP
4856,11-06-2012,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,IND
8722,11-06-2012,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,1,0,CA
2156,11-03-2012,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,SP
2569,10-10-2012,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,US
10151,09-12-2012,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,SP
10473,09-10-2012,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,1,0,SP
7079,09-08-2012,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,SA
6875,8/28/12,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,CA
6728,8/27/12,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,SP
2471,6/27/14,39,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,0,0,SA
49,05-11-2014,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,CA
4973,05-11-2014,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,CA
6387,05-08-2014,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,SA
5866,3/20/14,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,SP
8523,12/14/13,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,CA
7901,11-06-2013,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,AUS
898,10/21/13,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,SP
10242,9/16/13,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,SP
5835,07-02-2013,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,SP
6919,06-04-2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,SP
6197,4/20/13,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,SP
10475,04-01-2013,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,US
4201,03-03-2013,39,229,7,137,4,0,91,5,4,2,8,5,0,0,0,0,0,0,0,IND
5092,02-12-2013,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,1,0,SP
6566,11-08-2012,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,AUS
6613,10-12-2012,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,AUS
9094,08-03-2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,1,0,SP
9847,08-03-2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,SP
10767,5/16/14,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,US
7943,4/25/14,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0,SA
1055,3/20/14,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,GER
1458,01-07-2014,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,SP
8402,12/17/13,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,AUS
6246,11/13/13,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,1,0,CA
4654,11-07-2013,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,SA
6103,09-06-2013,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,AUS
8147,07-06-2013,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,SP
10207,6/19/13,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SA
4838,6/19/13,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,IND
10219,6/18/13,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,CA
2176,5/20/13,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,1,0,SA
9121,5/20/13,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,1,0,AUS
5802,2/28/13,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,GER
10790,2/19/13,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,SP
178,2/18/13,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,SP
2308,11/18/12,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,SP
7431,11-10-2012,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,1,0,CA
9405,10/15/12,40,84,3,61,2,1,21,3,3,1,4,7,0,0,0,0,0,1,0,SA
10525,10/13/12,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,1,0,SP
7503,10-12-2012,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,1,0,GER
8783,09-08-2012,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,AUS
1403,09-06-2012,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,SP
4643,8/26/12,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,AUS
3463,6/14/14,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,IND
4055,5/29/14,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,SP
7010,04-07-2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,SP
4767,04-07-2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,SP
1927,3/23/14,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,GER
437,1/25/14,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,AUS
4331,1/23/14,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,SP
4084,1/17/14,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0,0,CA
8135,10/28/13,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,0,SA
9750,02-07-2013,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,SP
6682,12-11-2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,SP
10581,10/31/12,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,SP
3710,10-12-2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,SP
5207,9/24/12,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,1,0,SP
9360,08-08-2012,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,US
4679,5/23/14,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,SP
1340,4/24/14,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,SP
10839,4/14/14,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,CA
5303,04-08-2014,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,SA
9829,02-12-2014,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,SP
10469,02-05-2014,42,519,71,860,93,27,53,1,6,2,9,2,0,0,0,0,0,0,0,IND
3602,12/31/13,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,SP
4756,12/20/13,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,1,0,SP
8181,9/13/13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,SP
6958,07-05-2013,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,AUS
10856,07-02-2013,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,CA
3321,05-05-2013,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,CA
5394,3/17/13,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,SP
433,03-10-2013,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,CA
6320,02-06-2013,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,SP
5376,01-06-2013,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,US
1867,11/13/12,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,1,0,SP
4324,10/29/12,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,SP
3661,10-12-2012,42,594,51,631,72,55,32,1,4,6,8,2,0,0,0,0,0,0,0,IND
521,9/18/12,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,SP
10403,6/18/14,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,CA
7186,5/26/14,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,IND
4329,5/23/14,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,AUS
4394,5/23/14,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,SP
1717,4/13/14,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,SA
1016,3/30/14,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,CA
3783,3/24/14,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0,SA
5848,1/13/14,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,1,0,IND
10727,11/19/13,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,SP
5299,11/19/13,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,SP
6872,8/21/13,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,SA
1143,08-08-2013,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,CA
10381,07-05-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP
11007,05-09-2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,SP
9145,04-06-2013,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,CA
5267,3/14/13,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,SP
9738,1/13/13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,SA
10212,1/13/13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,IND
10010,09-06-2012,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,1,0,AUS
10069,8/31/12,43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,0,0,SA
2694,3/18/14,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,SP
10613,2/26/14,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,SP
4646,12-01-2013,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,CA
6935,12-01-2013,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,IND
5596,10-12-2013,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,SA
1044,5/14/13,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,AUS
9274,3/28/13,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,SA
9076,01-05-2013,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,SA
4947,9/15/12,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,1,0,SP
10176,8/24/12,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,1,0,SP
3507,8/17/12,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,1,0,US
9235,5/27/14,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,GER
10341,2/23/14,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,AUS
2639,01-10-2014,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,SA
6201,11/29/13,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,0,1,SP
7397,7/19/13,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,SP
2181,6/23/13,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,SP
1204,5/22/13,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,SA
1170,3/25/13,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,SP
8812,03-10-2013,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,SP
4690,2/13/13,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,CA
1715,02-11-2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,AUS
10821,02-06-2013,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,SP
6543,1/15/13,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,CA
7119,01-12-2013,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,SA
3518,12-05-2012,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,IND
1245,11-11-2012,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,SP
2561,11-11-2012,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,GER
9624,6/13/14,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,SP
10509,06-02-2014,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,US
7629,05-08-2014,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,SP
7875,4/29/14,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,1,0,AUS
2815,2/24/14,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,SP
2936,12-04-2013,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,SA
3665,11-07-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,SP
10888,11-03-2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,US
6637,11-02-2013,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,IND
5077,11-02-2013,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,CA
6173,11-02-2013,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,SP
3969,11-01-2013,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,0,GER
4580,10/25/13,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,1,0,SA
663,09-11-2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,SP
8299,09-11-2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,SA
8945,8/16/13,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,SA
10870,6/13/13,46,709,43,182,42,118,247,2,9,3,4,5,0,0,0,0,0,0,0,SA
1184,5/22/13,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,SA
6141,4/25/13,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,CA
8825,04-01-2013,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,SA
2217,3/29/13,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,IND
4102,3/29/13,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,SP
4653,3/26/13,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,SA
10092,2/18/13,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,SP
5788,2/17/13,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,GER
4669,02-11-2013,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,SA
6295,02-04-2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,SP
7453,02-02-2013,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,1,0,SP
10841,12/25/12,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,SP
821,10/19/12,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,CA
3933,10/13/12,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,SA
1225,6/26/14,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,SA
7059,6/26/14,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,SP
5633,6/25/14,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,SA
843,5/26/14,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,SP
6211,05-02-2014,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,SP
7007,04-01-2014,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,SP
9671,1/26/14,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,1,0,SP
8975,1/26/14,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0,SP
6616,10/23/13,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,SP
6248,10/17/13,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,1,0,SP
7428,9/30/13,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,0,AUS
3075,09-11-2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,SP
2937,8/28/13,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,CA
203,4/14/13,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,SP
2021,3/27/13,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,SP
880,1/16/13,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,SP
524,1/16/13,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,AUS
10837,10/28/12,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,1,0,CA
7011,10-12-2012,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,SA
4184,06-07-2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,SP
7679,5/19/14,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,SP
7485,05-07-2014,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,SA
7530,05-07-2014,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,SP
4369,01-10-2014,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0,CA
10652,01-10-2014,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0,CA
286,11/29/13,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,SP
5922,10/13/13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,SP
7250,10-01-2013,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,CA
2478,8/31/13,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,SP
1160,8/23/13,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,SP
9214,8/16/13,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,SP
273,7/16/13,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,GER
851,07-09-2013,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,CA
9729,06-02-2013,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0,GER
9665,4/27/13,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,SA
2620,4/13/13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,1,0,SA
8254,4/13/13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,GER
3852,03-08-2013,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,IND
1000,03-08-2013,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,SP
3099,2/25/13,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,SP
6318,1/13/13,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,CA
5396,1/13/13,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,AUS
7966,01-08-2013,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,0,1,SP
454,11/14/12,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,SA
309,10/16/12,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,SA
3571,10/16/12,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,1,0,SP
8395,8/20/12,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,1,0,SA
2591,6/22/14,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,US
